"komnr","year","kommunenavn","bef","bef0_19","bef1_5","bef6_12","bef13_15","bef67_79","bef80_89","bef90_","kommunaleveierkm","psyk_17","psyk18_66","knavn","andel_k_bh","barn_k_bh","barn_k_bh_pi","andel_tettbygd","VoteShareLEFT","ENoP","ntodrres","ntodr","n_driftres","u_adm","u_gs","u_utd","u_bh","u_hs","u_sos","u_bv","u_plo","u_kul","u_kv","u_var","u_inf","u_ann","bef_0_5","bef_6_15","bef_16_66","bef_67_79","bef_80_89","bef_90_","skilte_16_59","arbledig_16_59","dod","ikke_gifte_67_","pu_o16","driftsenheter","areal_total","landbrukseiendom","bef_16_22","bef_23_66","sone_snitt","innv_6_15","barn_enslig","fattige","ufor_18_49","flyktninger","opphopning","innb_hoyere_utd","bef_0_1","bef_2_5","barn_u_ks","vertskom_ant","rens_sum","rensekap","int_til","aleneboende","snomengde","snodager","rkb_utg","rkb_ant","rkb_utg_selv","frie","frie_tot","y"
517,2016,"Sel",5935,1308,265,441,223,762,313,81,67,34,170,"Sel",70.5999984741211,163,0.0274641960859299,0.595450699329376,0.612721681594849,2.39463591575623,3.70000004768372,22566,3.80219030380249,5.39764111204718,12.5979780960404,1.79208087615838,6.3201347935973,3.65071609098568,4.66082561078349,2.17826453243471,24.7203032855939,4.01482729570345,1.5290648694187,4.98500421229992,6.57809604043808,18.8990732940185,321,658,3782,780,312,82,286,72,37,527,40,164,904.93,556,561,3221,69968.08266667,46,120,226,135,42,0.13211907,864,108,213,36.58333333,0,3114,3037,19798600,498,198,54.7,24553,10,12983,17242,357390,82.2271271193038
517,2017,"Sel",5916,1293,262,452,210,800,309,80,67,23,175,"Sel",70.3000030517578,163,0.0275523997843266,0.526369154453278,0.612721681594849,2.39463591575623,1.20000004768372,7223,1.22092628479004,6.29242731575389,13.0077755240027,1.70503718728871,6.59567275185936,3.41751183231913,5.26673427991886,2.41396213657877,26.1340432724814,4.27400270453009,1.29006085192698,4.6105476673428,5.70469912102772,17.5843475321163,306,644,3740,830,312,69,277,77,47,527,39,156,904.93,554,545,3195,69457.669,50,97,261,126,45,0.15905769,892,94,212,34.41666666,0,3196,3037,22062000,492,201.1,52.6,23844,10,11494,8041,367172,81.9334009298205
517,2018,"Sel",5872,1261,257,445,194,840,311,68,67,20,173,"Sel",69.5,162,0.0275885555893183,0.524693489074707,0.612721681594849,2.39463591575623,-0.899999976158142,-5457,-0.929325640201569,5.81965258855586,13.5034059945504,1.39288147138965,7.34076975476839,3.4225136239782,5.28729564032698,2.39611716621253,27.5420640326975,4.17864441416894,1.32118528610354,4.454189373297,5.64015667574932,16.9870572207084,306,626,3676,853,312,64,275,74,44,550,45,153,904.93,554,523,3153,68815.19533333,50,99,292,134,42,0.17233567,904,91,215,21.9016667,0,3324,3037,20299000,491,202.1,56.4,26909,11,12939,4797,373138,81.3695503815968
519,2014,"Sør-Fron",3191,734,180,246,132,386,161,45,61,12,56,"Sør-Fron",97.4000015258789,151,0.0473205894231796,0.287999987602234,0.465496361255646,2.93495917320251,1.89999997615814,5263,1.6493262052536,6.30899404575368,16.604199310561,0.378878094641178,7.29301159511125,3.82262613600752,1.34848010028204,1.76809777499217,22.2115324349734,4.09746161078032,1.08806016922595,6.0075211532435,4.7690379191476,16.3409589470385,203,373,2024,395,163,44,148,47,21,286,6,180,742.18,456,265,1759,16318.43766667,14,61,99,57,26,0.06763028,448,53,150,20.42,0,3677,2623.4443,352600,276,390.4,84.4,4016,2,1930,3609,190611,77.3472265499731
519,2015,"Sør-Fron",3204,740,175,255,119,402,161,44,60,12,62,"Sør-Fron",97.4000015258789,151,0.0471285879611969,0.367665410041809,0.465496361255646,2.93495917320251,-1.20000004768372,-3605,-1.12515604496002,4.55524344569288,16.247191011236,0.591448189762796,7.5396379525593,3.86267166042447,1.60955056179775,1.8876404494382,23.0674157303371,3.59207240948814,2.31460674157303,5.80867665418227,4.62234706616729,16.9291510611735,204,376,2009,413,155,44,145,37,20,281,7,174,742.17,462,264,1745,16346.23366667,15,57,119,69,26,0.06219159,463,59,145,10.67,0,3340,2623.4443,651200,268,241.8,54.9,6354,3,3111,4887,200996,74.5733458276992
519,2016,"Sør-Fron",3154,717,173,236,132,424,146,43,63,11,58,"Sør-Fron",96.5,139,0.0440710224211216,0.36683577299118,0.470304518938065,2.42281889915466,3.29999995231628,10061,3.18991756439209,4.55865567533291,15.6975269499049,0.536461636017755,7.59575142675967,4.3145212428662,1.96702599873177,2.07514267596703,24.6265060240964,3.53519340519975,1.54026632847178,5.99365884590996,5.02504755865568,16.6306277742549,191,366,1980,434,152,42,150,25,22,280,10,169,742.18,461,258,1722,16306.07466667,16,62,96,67,26,0.03618921,475,55,136,23.125,0,1256,2623.4443,3804000,260,265,59.1,12097,5,6312,6841,207477,80.6556753323059
519,2017,"Sør-Fron",3163,730,161,254,123,434,142,48,63,12,71,"Sør-Fron",97.9000015258789,139,0.0439456216990948,0.373379707336426,0.470304518938065,2.42281889915466,2,6347,2.00663924217224,5.07398039835599,16.3850774581094,0.887132469174834,7.63136263041416,3.75181789440405,3.16851090736642,2.0825165981663,25.7799557382232,3.50774581093898,1.35788808093582,5.80999051533354,4.94309200126462,16.5058488776478,177,376,1979,432,151,40,138,25,29,275,11,164,742.18,456,269,1710,16317.72033333,22,60,117,72,27,0.04034657,484,41,136,12.54166667,0,1256,2623.4443,8063000,249,241.8,51.5,10908,4,5968,4152,214342,82.3857097448596
519,2018,"Sør-Fron",3146,723,158,258,120,426,153,38,63,10,50,"Sør-Fron",97.6999969482422,128,0.0406865850090981,0.376033067703247,0.470304518938065,2.42281889915466,1.39999997615814,4405,1.40019071102142,6.20883661792753,16.8369357914812,1.11315956770502,8.16306420851875,4.18563254926891,3.59980928162746,2.21805467260013,26.7539732994278,3.79116338207247,1.74284806102988,6.41195168467896,5.29338842975207,18.3525111252384,174,372,1964,427,154,37,140,20,29,274,11,158,742.18,449,264,1700,16093.23133333,20,54,103,73,26,0.02913921,482,48,126,14.96,0,1206,2623.4443,9058500,256,279.4,65.7,12035,4,6955,4070,216796,87.7190082571117
520,2014,"Ringebu",4495,969,214,310,173,573,249,46,69,19,77,"Ringebu",60.2000007629395,121,0.0269187986850739,0.44200000166893,0.229916244745255,4.54639148712158,1.10000002384186,4454,0.990878760814667,6.05895439377086,11.7143492769744,1.43893214682981,6.33659621802002,4.21868743047831,1.71212458286986,2.03670745272525,22.5915461624027,2.67030033370412,1.71946607341491,7.7833147942158,6.23359288097887,19.8456062291435,246,481,2862,581,252,53,209,43,32,416,32,235,1247.58,582,372,2490,23466.25,46,88,187,64,36,0.08317579,620,79,167,39.83,0,2469,2028.2222,2776000,394,337.3,78.7,7754,4,3582,1714,260499,75.5054505071995
520,2015,"Ringebu",4459,937,212,304,173,598,251,47,69,19,79,"Ringebu",60.2000007629395,115,0.025790536776185,0.451446503400803,0.229916244745255,4.54639148712158,5.19999980926514,21144,4.74187040328979,4.94527921058533,12.1385960977798,1.35030275846602,6.04888988562458,4.25229872168648,1.82955819690514,1.87239291320924,21.8008522090155,2.91948867459072,1.1455483292218,7.66562009419152,7.32967032967033,20.4106301861404,228,466,2829,619,254,52,194,51,29,414,36,232,1247.58,580,384,2445,23095.778,35,82,175,78,30,0.08708333,644,62,166,14.46,0,2271,2028.2222,6206000,373.5,226.3,55.1,14647,6,8161,4901,266718,78.0403678242362
520,2016,"Ringebu",4462,936,208,318,153,625,252,45,67,20,85,"Ringebu",61.5999984741211,114,0.0255490802228451,0.457866430282593,0.483356982469559,2.70552134513855,6.09999990463257,26741,5.99305248260498,5.42761093679964,12.361721201255,1.40363065889736,6.08449125952488,5.02330793366203,2.67234424025101,1.59278350515464,22.9110264455401,3.15486329000448,2.09995517705065,6.95584939489018,8.4020618556701,22.0163603765128,242,463,2811,651,245,52,187,36,26,413,33,234,1247.57,574,380,2431,22783.22,40,86,206,78,32,0.06965498,663,74,168,23.54166667,0,2146,2028.2222,8438000,353,237,56.9,11249,5,5464,9140,281791,84.0826983813051
520,2017,"Ringebu",4502,952,201,327,149,671,241,55,67,27,79,"Ringebu",59,102,0.0226565971970558,0.454908937215805,0.483356982469559,2.70552134513855,2.5,11307,2.51155042648315,5.67281208351844,12.4724566859174,1.31963571745891,6.3025322079076,5.23256330519769,2.92247889826744,1.73256330519769,25.6341625944025,2.83429586850289,1.4498000888494,8.3262994224789,7.94247001332741,21.8725011106175,218,475,2809,679,225,66,185,32,34,437,24,219,1247.57,570,395,2414,21774.705,49,84,197,78,36,0.05754094,689,71,147,27.29166666,0,1873,2028.2222,12667000,355,230.3,46.8,16105,7,7460,7963,293850,84.3536206175094
520,2018,"Ringebu",4454,921,188,325,146,686,226,62,69,23,85,"Ringebu",57.5999984741211,99,0.0222272109240294,0.468567579984665,0.483356982469559,2.70552134513855,0.300000011920929,1238,0.277952402830124,6.78199371351594,12.9193982936686,1.36057476425685,6.73933542882802,5.93488998652896,2.79905702739111,1.87404580152672,28.400314324203,3.51908396946565,1.80534351145038,7.95217781769196,8.66008082622362,23.2972608890885,220,458,2795,690,225,61,179,22,32,431,25,219,1247.57,568,382,2413,20756.32733333,44,74,204,85,43,0.04049538,709,66,154,20.5433333,0,2070,2028.2222,9549500,370,267.4,63.7,17116,7,8226,4036,297278,89.0242478675809
521,2014,"Øyer",5090,1186,242,395,191,543,215,41,37,34,112,"Øyer",52.2999992370605,124,0.0243614930659533,0.551999986171722,0.341750085353851,3.61271715164185,1.29999995231628,5174,1.01650297641754,5.00058939096267,12.7827111984283,1.36306483300589,6.53045186640472,3.47190569744597,3.16797642436149,1.93536345776031,17.7636542239686,1.87013752455796,0.545776031434185,4.62750491159136,5.91060903732809,14.3170923379175,272,561,3441,559,208,39,244,60,31,344,16,164,639.9,402,534,2907,38720.58266667,44,108,242,79,97,0.13674797,880,74,198,22.025,0,3745,3466.1111,11046600,453,389.3,78.7,5868,4,1696,5754,265301,65.9862475736671
521,2015,"Øyer",5065,1127,236,384,164,579,211,38,36,30,127,"Øyer",52.2999992370605,113,0.0223099701106548,0.544126331806183,0.341750085353851,3.61271715164185,0,183,0.0361303053796291,4.66811451135242,12.8653504442251,1.1573543928924,6.69081934846989,3.94708785784798,3.54550839091807,1.88213228035538,17.9656465942744,2.46238894373149,0.436920039486673,5.0187561697927,7.6746298124383,16.7500493583416,278,549,3408,584,217,36,242,56,32,358,16,164,639.9,405,526,2882,37962.151,40,104,276,83,113,0.14579867,910,83,195,34.58,0,3479,3466.1111,11789000,414,224.5,51.6,8556,5,3151,3638,271837,68.3508390911644
521,2016,"Øyer",5072,1116,227,383,171,599,215,38,37,22,107,"Øyer",54.2999992370605,121,0.0238564666360617,0.549684524536133,0.477448552846909,3.07881784439087,1.79999995231628,8090,1.59503149986267,4.75453470031546,12.6384069400631,1.10626971608833,7.22653785488959,4.54495268138801,3.95268138801262,2.12421135646688,20.2407334384858,1.75138012618297,0.491522082018927,5.86494479495268,6.37440851735016,15.5885252365931,274,544,3365,618,214,42,258,53,31,375,25,163,639.9,401,521,2844,37322.77833333,53,116,293,93,132,0.15574163,936,96,178,28.5,0,3490,3466.1111,14122400,375,252.4,51.2,9311,5,3526,11669,287087,72.6656150960772
521,2017,"Øyer",5082,1105,229,386,161,634,211,45,37,26,104,"Øyer",50.4000015258789,113,0.0222353395074606,0.56021249294281,0.477448552846909,3.07881784439087,2.90000009536743,13973,2.74950814247131,4.93053915781188,13.1798504525777,1.24478551751279,7.1582054309327,5.02203856749311,4.37288469106651,2.99350649350649,20.8364817001181,1.75364029909484,0.408107044470681,5.65879574970484,7.01279024006297,16.0781188508461,288,549,3380,642,212,48,242,51,42,392,27,159,639.9,399,485,2895,37206.34866667,52,105,294,100,142,0.14049587,961,113,175,50.95833333,0,3683,3466.1111,20194000,394,251.7,45.4,5587,3,1882,11327,298758,77.3211334868239
521,2018,"Øyer",5130,1099,247,381,176,654,210,48,37,21,88,"Øyer",53,125,0.0243664719164371,0.566666662693024,0.477448552846909,3.07881784439087,3.40000009536743,17203,3.35341119766235,5.69005847953216,13.3077972709552,1.635477582846,8.12475633528265,5.36042884990253,4.15165692007797,2.83957115009747,23.6569200779727,1.84795321637427,0.542495126705653,5.97485380116959,6.70760233918129,16.7083820662768,307,555,3343,651,218,55,231,37,39,397,29,157,639.9,394,439,2904,37089.23966667,54,108,266,104,149,0.08638943,995,101,206,35.2066667,0,3953,3466.1111,16702900,400,310.9,63.3,12192,5,5842,14929,323872,83.1929823477598
522,2014,"Gausdal",6237,1428,333,470,238,764,319,75,77,35,124,"Gausdal",64.5999984741211,192,0.0307840313762426,0.429000020027161,0.422402411699295,3.91851854324341,1.79999995231628,8639,1.38512110710144,4.37598204264871,13.0966810966811,0.678050344717011,6.62722462722463,4.18117684784351,1.59403559403559,1.3997113997114,20.1843835177168,1.97210197210197,0.867724867724868,3.89241622574956,4.25974025974026,11.6700336700337,376,722,3987,789,315,73,328,65,36,536,19,317,1191.16,687,567,3420,56481.964,25,135,186,101,45,0.10194095,932,121,255,38.04,0,4999,4169,4023000,484,498.6,88.6,10657,4,6485,4710,336758,64.5143499029969
522,2015,"Gausdal",6210,1413,305,477,228,789,320,75,77,35,159,"Gausdal",64.5999984741211,184,0.0296296291053295,0.426570057868958,0.422402411699295,3.91851854324341,-0.5,-2636,-0.424476653337479,4.70579710144928,13.6665056360709,0.632045088566828,7.1231884057971,4.28985507246377,1.59677938808374,1.46795491143317,21.4499194847021,1.94251207729469,0.681642512077295,4.17214170692432,4.34090177133655,11.7692431561997,384,704,3973,801,311,75,320,53,38,517,19,310,1191.16,685,563,3410,56294.47066667,25,139,200,114,51,0.08795745,967,131,253,44.765,0,3005,4169,3563000,469,268.5,55.5,18814,8,10166,3789,340420,65.6447665028622
522,2016,"Gausdal",6227,1404,325,481,217,823,300,77,79,35,157,"Gausdal",64.1999969482422,179,0.0287457853555679,0.440019279718399,0.435210973024368,3.32704377174377,0.600000023841858,2949,0.473582774400711,4.84454793640597,14.0966757668219,0.718805203147583,7.46908623735346,5.0942669022001,1.81082383170066,1.4623414164124,23.0261763288903,2.25710615063433,0.694716556929501,4.65874417857716,4.44708527380761,12.7764573630962,379,700,3959,835,302,76,330,51,39,532,18,291,1191.16,687,542,3417,56273.60133333,32,151,205,128,50,0.08897751,1008,123,256,43.95833333,0,3262,4169,4476400,454,311.8,58.8,22759,9,12346,14388,355747,71.0539585572817
522,2017,"Gausdal",6204,1365,308,482,206,841,293,76,79,29,145,"Gausdal",61.0999984741211,160,0.025789812207222,0.440844625234604,0.435210973024368,3.32704377174377,0.300000011920929,1866,0.300773680210114,4.98629916183108,13.9980657640232,0.788362346872985,7.63604126370084,5.05867182462927,2.29706640876854,1.65780141843972,24.0138620245003,2.21244358478401,0.691650548033527,4.61379754996776,4.67504835589942,12.9813023855577,351,687,3926,847,301,69,329,44,50,538,17,285,1191.16,684,535,3391,56116.313,27,153,207,140,57,0.077853,1025,105,246,42.66666667,0,3992,4169,6449000,471,270.5,51.1,21685,8,11805,6054,364727,72.9298839316608
522,2018,"Gausdal",6148,1318,294,492,192,850,296,74,79,25,116,"Gausdal",60.9000015258789,156,0.0253741052001715,0.445836037397385,0.435210973024368,3.32704377174377,0,-35,-0.00569290807470679,5.19957709824333,14.9734873129473,0.719420949902407,7.3674365647365,5.87166558230319,2.50487963565387,2.27748861418347,26.6340273259597,2.26724137931034,0.902569941444372,5.06392322706571,4.73633702016916,13.689492517892,326,680,3915,853,305,73,327,34,51,517,19,276,1191.16,678,530,3385,55771.28,23,159,198,132,58,0.05824037,1051,89,237,28.08999995,0,3935,4169,8057500,475,357.8,68.6,29414,9,17984,4594,379480,78.5123617438446
528,2014,"Østre Toten",14777,3330,739,1117,561,1709,720,159,82,80,390,"Østre Toten",47.7000007629395,338,0.0228733848780394,0.439999997615814,0.405030012130737,3.98578190803528,0.699999988079071,7784,0.526764571666718,3.66772687284293,12.0875685186438,1.05312309670434,6.87392569533735,2.13696961494214,1.58645191852203,1.97259254246464,23.3376192731948,1.74494146308452,0.396426879610205,3.4470460851323,1.74954320904108,8.39108073357244,881,1653,9624,1766,706,163,927,152,98,1244,79,368,562.57,1116,1293,8331,55021.70233333,94,374,413,286,156,0.26650222,2508,275,606,73.17,22,7831,8177,11307350,1305,279,60.7,88021.1415752277,28,58817.1415752277,15250,708266,60.5806997411869
528,2015,"Østre Toten",14796,3301,763,1113,541,1796,684,160,84,92,424,"Østre Toten",47.7000007629395,321,0.0216950532048941,0.425723165273666,0.405030012130737,3.98578190803528,3,32623,2.20485258102417,3.37537172208705,12.3240064882401,0.860638010273047,6.91531494998648,2.29670181130035,1.74418761827521,2.1080697485807,23.4198432008651,1.89983779399838,0.433833468505001,3.52656123276561,1.86300351446337,8.58387402000541,898,1624,9643,1846,685,159,934,147,100,1248,101,369,562.57,1116,1301,8342,54795.162,106,362,439,358,163,0.27532147,2544,282,616,75.08,22,9620,8177,12250200,1251.5,198,41.2,107116,33,71443,13599,740617,62.9722221403645
528,2016,"Østre Toten",14906,3270,744,1106,520,1873,698,160,84,72,423,"Østre Toten",48.5,335,0.0224741715937853,0.42419159412384,0.457967042922974,3.80542993545532,4.90000009536743,57858,3.88152432441711,3.3997719039313,12.6275325372333,0.959680665503824,7.15101301489333,2.54790017442641,1.9035287803569,2.3640815778881,24.5468267811619,2.13752851200859,0.381457131356501,4.11592647256138,1.94304306990474,9.53763585133503,900,1624,9658,1922,683,161,937,153,95,1260,81,350,562.57,1106,1282,8376,54943.69266667,105,360,484,386,186,0.31228718,2630,297,603,98.16666667,20,8969,8177,18576200,1198,212.2,40.3,111068.371019874,33,72887.3710198736,48135,794583,67.9598149456435
528,2017,"Østre Toten",14887,3225,765,1102,510,1932,677,154,84,83,357,"Østre Toten",49.4000015258789,338,0.0227043721824884,0.424464285373688,0.457967042922974,3.80542993545532,3.29999995231628,39551,2.65674757957458,3.46181231947337,13.0494391079465,1.05051387116276,7.50446698461745,2.83045610263989,2.2981124471015,2.57526701148653,25.1204406529187,2.08208504063948,0.52985826560086,4.01115066836838,2.04218445623699,9.71579230200846,923,1581,9568,1975,667,160,914,127,130,1262,81,341,562.57,1106,1228,8340,55372.44833333,117,339,502,391,189,0.26292946,2719,282,641,90.16666667,18,8649,8177,20601000,1210,217,39.7,105975.692666685,32,66455.692666685,17864,819079,69.212534507767
528,2018,"Østre Toten",14888,3217,771,1062,520,2014,664,162,84,81,353,"Østre Toten",49.4000015258789,338,0.0227028485387564,0.426853835582733,0.457967042922974,3.80542993545532,1,12390,0.832213878631592,4.03714400859753,13.4276598602902,1.03889038151531,8.02787479849543,3.23764105319721,2.53056152606126,2.99811929070392,26.0814078452445,2.2997716281569,0.491268135411069,4.23045405695862,2.24207415368082,10.3024583557227,881,1611,9572,2046,668,154,893,101,125,1269,75,339,562.57,1095,1218,8354,55704.604,117,315,500,389,211,0.20345582,2770,267,614,89.2183333,18,7276,8177,28680300,1194,240,45.9,117649.23786338,35,73199.2378633798,21553,842307,71.4750806169443
529,2014,"Vestre Toten",13075,2991,697,1039,482,1503,545,119,136,91,390,"Vestre Toten",38.4000015258789,239,0.0182791594415903,0.711999952793121,0.514877259731293,3.32525992393494,-0.899999976158142,-7673,-0.586845099925995,5.13889101338432,11.4925430210325,1.01154875717017,6.2331931166348,2.32650095602294,2.06026768642447,2.82508604206501,17.3502868068834,1.85216061185468,0.472122370936902,2.43066921606119,2.24413001912046,8.0106309751434,794,1540,8591,1542,549,119,843,135,88,972,58,229,249.52,609,1153,7438,37622.70633333,72,395,338,310,166,0.22500628,2007,243,551,71.92,0,5549,5910.6665,13334000,1256,308.2,64.6,45932,22,22986,21294,614869,54.8505545176648
529,2015,"Vestre Toten",13152,2974,665,1029,514,1587,547,121,137,95,441,"Vestre Toten",38.4000015258789,234,0.0177919715642929,0.724300503730774,0.514877259731293,3.32525992393494,2,18272,1.38929438591003,4.76383819951338,12.0529957420925,0.974452554744526,6.32215632603406,2.48228406326034,2.32747871046229,3.20780109489051,17.255854622871,1.73357664233577,0.462819343065693,2.36488746958637,3.57405717761557,9.10979318734793,774,1561,8579,1615,559,113,839,125,88,1015,58,220,249.52,610,1127,7452,39786.719,83,402,368,364,194,0.22311881,2075,243,531,77.83,0,6532,5910.6665,18846000,1213.5,205.8,41.8,57089,24,31145,17916,656384,58.9114963323821
529,2016,"Vestre Toten",13180,2952,650,1043,496,1668,557,110,137,78,411,"Vestre Toten",37.5999984741211,227,0.0172230657190084,0.723520457744598,0.474270820617676,4.08936214447021,5.5,54711,4.15106201171875,4.89696509863429,12.295751138088,1.05098634294385,6.57192716236722,2.69582701062215,2.61047040971168,3.13050075872534,17.685660091047,1.56638846737481,0.568892261001517,3.04028831562974,3.64924127465857,9.8757966616085,751,1519,8539,1696,554,117,833,105,86,1025,56,214,249.52,611,1122,7417,41932.93466667,94,385,427,367,211,0.21499648,2153,233,518,77.91666667,0,7186,5910.6665,17062600,1171,230.2,43.9,52095,19,30112,35816,700325,63.913960342523
529,2017,"Vestre Toten",13179,2927,646,1000,491,1727,558,107,137,89,360,"Vestre Toten",36.9000015258789,221,0.0167691018432379,0.727217555046082,0.474270820617676,4.08936214447021,4.59999990463257,47096,3.57356405258179,5.14705212838607,12.671598755596,0.974732529023446,6.73480537218302,2.73700584262842,3.18362546475453,3.32908414902496,18.1811214811442,1.79626678807193,0.663176265270506,2.76652249791335,3.73457773730936,9.93527581758859,757,1491,8584,1752,565,101,831,102,117,1048,55,210,249.52,606,1162,7422,44029.457,100,371,441,388,228,0.21521616,2198,229,528,67.375,0,8011,5910.6665,32199000,1161,244.3,41.8,54740,18,32510,14272,716778,65.4931330638877
529,2018,"Vestre Toten",13314,2935,647,1019,448,1759,570,105,137,80,381,"Vestre Toten",36.5,211,0.0158479791134596,0.734490036964417,0.474270820617676,4.08936214447021,0.800000011920929,8552,0.64233136177063,5.17492864653748,13.2447048219919,1.05535526513444,7.18319062640829,3.08870362024936,3.22592759501277,4.25334234640228,19.471233288268,1.76986630614391,0.973786991137149,2.61281357969055,4.21143157578489,10.6232537178909,758,1490,8699,1776,575,106,832,97,111,1059,61,207,249.52,602,1145,7554,44168.23,110,348,412,400,237,0.18757509,2286,257,501,82.3266667,0,6731,5910.6665,29702850,1166,282.6,47.2,71296,22,43356,20848,744060,66.9076160245316
532,2014,"Jevnaker",6516,1556,363,550,238,735,262,65,75,37,158,"Jevnaker",72.0999984741211,236,0.0362185388803482,0.685000002384186,0.597365975379944,2.88800001144409,1.29999995231628,5611,0.861111104488373,4.06353591160221,11.8893492940454,0.436003683241252,7.40715162676489,2.46086556169429,2.06967464702271,2.24938612645795,15.8462246777164,1.68462246777164,0.620165745856354,1.69198895027624,2.48449969306323,6.91728054020872,435,780,4269,773,247,64,487,84,42,492,20,60,225.72,228,592,3677,17351.01533333,34,179,244,132,71,0.23509096,1042,128,307,37.295,0,3256,3420.8889,6379000,510,297.6,61.4,16740,7,9439,11514,307177,53.764579490001
532,2015,"Jevnaker",6599,1578,369,545,239,787,247,67,75,39,182,"Jevnaker",72.0999984741211,233,0.0353083796799183,0.696923792362213,0.597365975379944,2.88800001144409,3.90000009536743,17323,2.6250946521759,4.22958023943022,12.0663736929838,0.618275496287316,7.28352780724352,2.52023033792999,2.12395817548113,2.35126534323382,16.4083952113957,1.64979542354902,0.605243218669495,1.75405364449159,2.39748446734354,7.02485225034096,429,796,4291,793,241,68,486,95,41,503,20,59,225.72,228,588,3703,17389.09666667,36,182,224,160,71,0.23749345,1086,132,297,34.06,0,4270,3420.8889,7745000,485.5,229.5,43.7,21228,8,12580,7715,314018,56.633277710215
532,2016,"Jevnaker",6629,1560,363,550,247,820,242,67,75,50,181,"Jevnaker",69.8000030517578,220,0.0331875085830688,0.699653029441833,0.589577913284302,3.96703267097473,4.19999980926514,19386,2.92442297935486,4.56222658017801,12.3538995323578,0.78247096092925,7.48333081912807,2.62030472167748,2.68517121737819,2.6272439281943,17.1209835570976,2.129883843717,0.645497058379846,1.92231105747473,2.70251923367024,8.18268215417107,410,806,4311,828,238,71,488,94,42,513,23,56,225.72,228,571,3740,17475.80766667,43,163,218,158,79,0.2275664,1105,115,295,49.16666666,0,3625,3420.8889,13717800,461,216.2,41,23732,8,14476,18010,341652,60.5602654895374
532,2017,"Jevnaker",6696,1578,354,566,264,823,250,62,75,49,185,"Jevnaker",69.6999969482422,212,0.0316606946289539,0.708930730819702,0.589577913284302,3.96703267097473,3.40000009536743,16811,2.51060342788696,4.6692054958184,13.0934886499403,0.538530465949821,7.58213859020311,2.97535842293907,3.3066009557945,2.26060334528076,17.2830047789725,2.28614097968937,0.888739545997611,2.26971326164875,3.01015531660693,8.99327956989247,412,833,4364,834,253,55,497,70,59,518,21,62,225.72,228,574,3790,17736.10366667,58,149,272,154,92,0.21105344,1153,121,291,15.83333333,0,3450,3420.8889,15968000,493,206.8,36.8,23013,8,13133,17318,359619,62.6742832367281
532,2018,"Jevnaker",6777,1579,346,582,253,824,258,52,75,41,182,"Jevnaker",71.1999969482422,225,0.0332005321979523,0.715508341789246,0.589577913284302,3.96703267097473,0.899999976158142,4376,0.645713448524475,4.9850966504353,13.70931090453,0.756086764054892,8.30928139294673,3.12099749151542,3.00693522207466,2.18769366976538,18.8449166297772,2.37066548620333,0.986129555850671,2.06846687324775,2.86454183266932,9.04589051202597,422,825,4445,838,264,53,479,61,61,525,23,60,225.72,220,578,3867,17747.92,70,158,271,168,96,0.17240889,1209,155,267,62.40999995,0,3426,3420.8889,17339650,508,291,46.8,26110,8,15950,11615,374734,63.8558359215952
533,2014,"Lunner",8952,2247,526,801,331,847,265,65,68,58,223,"Lunner",65.6999969482422,355,0.0396559424698353,0.619000017642975,0.425264596939087,3.27225136756897,0.899999976158142,5808,0.648793578147888,3.56791778373548,12.3548927613941,2.1478999106345,7.65348525469169,1.96324843610366,4.0985254691689,2.6168453976765,16.4687220732797,0.913650580875782,0.629691689008043,1.82473190348525,2.18599195710456,7.70196604110813,605,1141,6084,870,265,61,578,99,57,562,42,118,291.84,449,814,5270,25586.37566667,65,231,241,186,102,0.17208378,1611,194,411,75.27,0,3058,3596.7778,24683800,696,457.8,75.2,32544,15,16899,13511,424819,57.0743967953061
533,2015,"Lunner",9003,2247,516,784,343,896,266,62,70,54,238,"Lunner",65.6999969482422,316,0.0350994095206261,0.626457870006561,0.425264596939087,3.27225136756897,5.09999990463257,32677,3.62956786155701,3.77163167832945,12.4899477951794,2.31200710874153,7.61568366100189,2.00999666777741,4.03210041097412,2.01732755748084,16.3785404865045,0.882372542485838,0.603021215150505,1.75274908363879,2.37187604131956,7.92202599133622,618,1142,6013,917,278,59,586,111,58,580,48,114,291.84,450,794,5219,26096.934,82,239,313,194,108,0.25118311,1663,196,422,64.88,0,3706,3596.7778,28392000,676.5,310.2,48.5,34495,16,17199,15749,442970,59.8668221101408
533,2016,"Lunner",9044,2232,523,784,367,939,273,57,70,49,267,"Lunner",67.3000030517578,321,0.0354931429028511,0.629035830497742,0.479523062705994,4.37062931060791,3.5,23705,2.62107467651367,3.8796992481203,12.9963511720478,2.42171605484299,8.35592658115878,2.20400265369306,4.25055285272004,2.42724458204334,17.7294338788147,1.01647501105705,0.84000442282176,1.78317116320212,2.52211410880142,8.58348076072534,598,1153,6024,964,271,57,580,108,60,583,45,113,291.84,448,768,5256,26629.88066667,102,262,381,188,145,0.29178007,1723,190,408,74.875,0,3494,3596.7778,31950600,657,268,47.1,34225,16,15713,32548,474704,63.047766405837
