"komnr","year","kommunenavn","bef","bef0_19","bef1_5","bef6_12","bef13_15","bef67_79","bef80_89","bef90_","kommunaleveierkm","psyk_17","psyk18_66","knavn","andel_k_bh","barn_k_bh","barn_k_bh_pi","andel_tettbygd","VoteShareLEFT","ENoP","ntodrres","ntodr","n_driftres","u_adm","u_gs","u_utd","u_bh","u_hs","u_sos","u_bv","u_plo","u_kul","u_kv","u_var","u_inf","u_ann","bef_0_5","bef_6_15","bef_16_66","bef_67_79","bef_80_89","bef_90_","skilte_16_59","arbledig_16_59","dod","ikke_gifte_67_","pu_o16","driftsenheter","areal_total","landbrukseiendom","bef_16_22","bef_23_66","sone_snitt","innv_6_15","barn_enslig","fattige","ufor_18_49","flyktninger","opphopning","innb_hoyere_utd","bef_0_1","bef_2_5","barn_u_ks","vertskom_ant","rens_sum","rensekap","int_til","aleneboende","snomengde","snodager","rkb_utg","rkb_ant","rkb_utg_selv","frie","frie_tot","y"
1919,2014,"Gratangen",1135,234,50,86,47,173,75,16,30,2,30,"Gratangen",67.5999984741211,24,0.02114537358284,0,0.410696923732758,2.1028037071228,1.70000004768372,2136,1.88193833827972,12.8555066079295,12.8396475770925,0.630837004405286,6.2079295154185,5.39471365638767,5.25550660792952,1.2942731277533,30.6237885462555,2.37356828193833,2.63700440528634,3.85198237885463,6.9488986784141,16.4422907488987,58,129,683,167,80,17,71,12,7,149,7,16,312.74,283,91,592,9295.28,11,33,58,30,1.5,0.03835976,172,19,39,2.67,0,0,20.222221,4348000,115,336,59.2,5904,3,2775,3104,84286,92.7955947259449
1919,2015,"Gratangen",1137,235,41,85,44,169,74,21,30,2,20,"Gratangen",67.5999984741211,25,0.0219876877963543,0,0.410696923732758,2.1028037071228,2.40000009536743,3043,2.67634129524231,12.9050131926121,12.391380826737,0.597185576077397,5.52506596306069,6.32189973614776,5.67722075637643,1.59278803869833,31.7062445030783,2.53210202286719,2.66138962181179,3.58311345646438,7.63676341248901,17.0105540897098,60,126,680,166,81,20,67,11,7,148,7,14,312.74,285,86,594,9201.12266667,13,30,64,27,8,0.03648602,181,23,37,5.75,0,55,20.222221,3129000,105.5,499.8,82.9,7532,4,3208,232,87218,95.8065084016627
1919,2016,"Gratangen",1137,233,49,77,42,167,76,24,30,5,23,"Gratangen",75,30,0.02638522349298,0,0.492031425237656,3.16901421546936,3.59999990463257,5123,4.5057168006897,13.6737027264732,15.6499560246262,0.676341248900616,7.56728232189974,6.71503957783641,5.39226033421284,3.86807387862797,32.882145998241,2.5778364116095,2.49868073878628,4.06596306068602,9.00703605980651,18.8258575197889,64,118,700,167,73,21,62,13,6,144,7,13,312.74,285,93,607,9218.743,11,23,49,31,9,0.03054993,181,24,40,9.58333333,0,0,20.222221,3213000,96,386.5,62.2,8712,5,2927,3163,91375,109.080035182396
1919,2017,"Gratangen",1121,239,49,73,49,162,70,22,30,9,18,"Gratangen",75.6999969482422,28,0.0249776989221573,0,0.492031425237656,3.16901421546936,1.5,2396,2.13737726211548,15.4861730597681,15.4763603925067,0.734165923282783,8.53523639607493,7.94380017841213,3.90187332738626,14.4371097234612,34.2952720785013,2.68242640499554,3.76984834968778,4.021409455843,9.72435325602141,20.9322033898305,58,120,694,164,68,19,55,13,8,134,7,12,312.74,285,96,598,9168.33066667,23,23,55,32,12,0.03129374,187,17,41,6,0,61,20.222221,8310000,98,594.7,92.8,8178,4,3238,1583,93479,123.145405808057
1919,2018,"Gratangen",1117,242,53,65,45,168,64,20,30,10,20,"Gratangen",81.8000030517578,27,0.0241718888282776,0,0.492031425237656,3.16901421546936,2.79999995231628,4725,4.23008060455322,16.5273052820054,15.8782452999105,0.666069829901522,8.12981199641898,7.07609668755595,4.8952551477171,14.6848701880036,38.3151298119964,2.76991942703671,2.70188003581021,4.70904207699194,9.49776186213071,20.3446732318711,49,110,684,169,67,21,50,13,8,128,7,12,312.74,279,99,585,9141.28433333,18,23,55,32,10,0.02865297,183,11,38,2.0133333,0,66,20.222221,5680800,113,320.1,60.4,8698,4,3618,980,96069,130.081468250032
1920,2014,"Loabák - Lavangen",1014,254,68,84,38,136,57,15,17,6,18,"Loabák - Lavangen",100,61,0.0601577907800674,0.232000008225441,0.384541064500809,3.46153831481934,2.79999995231628,3299,3.25345158576965,12.8865877712032,20.3500986193294,1.62820512820513,10.5591715976331,6.53944773175542,2.43293885601578,2.41025641025641,25.0571992110454,3.41025641025641,1.36587771203156,3.08678500986193,6.11045364891519,15.6015779092702,75,126,593,147,55,13,35,16,7,94,6,16,301.63,249,89,504,3448.16266667,4,28,34,30,1.5,0.01851787,164,26,49,10.58,0,0,0,708000,59,366.9,60.5,5065,2,2979,1118,76506,99.0907296922785
1920,2015,"Loabák - Lavangen",1008,249,64,88,38,146,55,13,17,2,16,"Loabák - Lavangen",100,59,0.0585317462682724,0.235119044780731,0.384541064500809,3.46153831481934,7.59999990463257,10093,10.0128965377808,14.0962301587302,21.7311507936508,1.62698412698413,10.3313492063492,6.83035714285714,6.30456349206349,2.25099206349206,26.7519841269841,2.34424603174603,1.37797619047619,3.13095238095238,7.35912698412698,15.8392857142857,73,137,601,149,60,13,34,12,7,98,6,15,301.64,249,95,506,3439.70866667,7,32,20,29,1.5,0.00803099,166,19,54,7.75,0,0,0,5026000,60.5,511.6,77.5,9154,3,5911,1021,77845,114.148809236193
1920,2016,"Loabák - Lavangen",1051,271,66,101,49,154,60,14,17,12,17,"Loabák - Lavangen",100,58,0.0551855377852917,0.282588005065918,0.314950555562973,3.16901397705078,8.10000038146973,11722,11.15318775177,12.7659372026641,24.2350142721218,1.47859181731684,10.2940057088487,7.27117031398668,9.42626070409134,2.81731684110371,27.8420551855376,2.17507136060894,1.6441484300666,3.39391056137012,6.66127497621313,15.3529971455756,72,150,611,158,61,15,38,12,7,103,6,15,301.64,252,96,515,3401.39233333,31,31,33,27,1.5,0.01362302,162,15,57,6.66666667,0,0,0,18162000,62,375.7,59.5,10003,3,6532,5731,83460,121.1579451257
1920,2017,"Loabák - Lavangen",1076,269,62,98,52,159,61,16,17,11,16,"Loabák - Lavangen",100,52,0.0483271367847919,0.285315990447998,0.314950555562973,3.16901397705078,3.79999995231628,5822,5.41078090667725,14.7295539033457,24.385687732342,1.65613382899628,9.69609665427509,7.21282527881041,8.23884758364312,6.90520446096654,30.5074349442379,2.47490706319703,1.32156133828996,2.98048327137546,6.20446096654275,14.6375464684015,69,153,604,165,62,16,39,11,8,108,6,16,301.64,252,86,518,3382.14466667,28,38,28,29,1.5,0.01037506,177,18,51,3,0,0,0,9101625,64,570.1,83.7,10668,3,6963,10560,94460,121.7239779327
1920,2018,"Loabák - Lavangen",1061,267,57,105,46,165,63,15,17,7,22,"Loabák - Lavangen",100,47,0.0442978329956532,0.280867099761963,0.314950555562973,3.16901397705078,3.70000004768372,5553,5.23374176025391,16.1592836946277,27.1121583411876,1.78699340245052,11.3044297832234,7.47125353440151,4.79453345900094,7.19415645617342,33.2799245994345,1.9679547596607,2.63336475023563,4.0942507068803,7.44957587181904,17.9321394910462,65,139,611,161,60,18,45,13,8,110,5,16,301.64,243,90,521,3363.527,22,39,85,30,1.5,0.04417169,169,18,47,8.9933333,0,0,0,6284400,65,318.3,60.5,8550,3,4740,281,94661,130.481621119349
1922,2014,"Bardu",3985,970,239,359,127,427,158,36,113,29,60,"Bardu",100,227,0.0569636151194572,0.599000036716461,0.521939396858215,2.72925782203674,0.699999988079071,2800,0.702634871006012,6.42810539523212,15.9319949811794,1.93249686323714,10.7560853199498,8.09234629861982,1.97465495608532,2.79899623588457,23.3063989962359,3.73174404015056,2.20426599749059,3.60401505646173,5.49861982434128,16.9711417816813,291,477,2633,436,155,40,140,26,22,269,19,53,2703.87,306,420,2213,23438.236,26,73,110,57,47,0.02521375,822,91,200,30.33,0,0,0,7160200,274,343.9,66,11938,6,5680,5067,255102,86.9623588358743
1922,2015,"Bardu",4078,947,244,337,145,442,155,40,113,26,69,"Bardu",100,208,0.0510053932666779,0.627023041248322,0.521939396858215,2.72925782203674,0.600000023841858,2351,0.576508104801178,6.242766061795,15.9673859735164,1.85188818048063,9.4612555174105,8.00564001961746,2.11230995586072,2.32761157430113,23.0009808729769,3.11868563021089,2.20696419813634,3.46076508092202,6.73663560568906,17.3749386954389,278,490,2601,454,137,41,141,30,23,283,16,50,2703.88,307,393,2208,23595.37466667,26,77,138,56,50,0.03510145,839,91,187,24.08,0,0,0,7629000,260,495.8,81.1,15116,6,8630,8062,265615,85.0693967757183
1922,2016,"Bardu",4019,923,222,335,156,459,140,43,113,34,74,"Bardu",100,212,0.052749440073967,0.615576028823853,0.374471664428711,3.50485444068909,3.09999990463257,13221,3.28962421417236,6.32868872853944,16.843244588206,1.92062702164718,9.53595421746703,9.01244090569793,2.95869619308286,2.70888280666833,21.8454839512316,3.11370987807912,2.01045036078627,3.44488678775815,7.17541677034088,17.6650908186116,269,492,2607,471,137,43,145,24,25,276,16,49,2703.88,306,406,2201,23720.979,29,73,101,63,55,0.02176029,852,91,178,25.16666667,0,0,0,12064800,246,334.1,64.9,19941,8,10685,8470,277164,90.1881064236772
1922,2017,"Bardu",3994,904,224,331,147,491,144,40,113,19,85,"Bardu",100,210,0.052578866481781,0.616925358772278,0.374471664428711,3.50485444068909,0.400000005960464,1574,0.394091129302979,6.42013019529294,17.3978467701552,2.55408112168252,9.89108662994492,6.92138207310966,3.24536805207812,2.6584877315974,23.0160240360541,3.23059589384076,2.24186279419129,3.48647971957937,7.92914371557336,19.4421632448673,274,482,2543,506,138,35,142,23,32,296,15,47,2703.88,305,382,2161,23643.91366667,29,62,150,68,55,0.03071081,861,88,186,21.08333333,0,0,0,16851500,282,466.1,87.1,23244,9,12129,4652,274511,89.3865798624026
1922,2018,"Bardu",3979,931,223,350,133,508,138,36,114,19,65,"Bardu",100,205,0.0515204817056656,0.621010303497314,0.374471664428711,3.50485444068909,-3.5,-15798,-3.97034430503845,7.52249308871576,18.4586579542599,2.59487308368937,10.7635084192008,7.67705453631566,3.37622518220658,2.27167630057803,25.3988439306358,3.47222920331742,2.38678059814024,3.80095501382257,7.53656697662729,19.7914048755969,261,482,2542,523,137,38,138,17,34,297,17,44,2703.88,306,357,2185,23454.382,41,53,130,67,62,0.01926298,865,75,186,30.14,0,0,0,13238200,264,274.8,63.6,24321,10,11621,4687,287231,91.289519982471
1923,2014,"Salangen",2223,567,108,155,92,281,77,15,46,29,62,"Salangen",100,93,0.0418353565037251,0.349000006914139,0.436207056045532,2.67407417297363,1.5,4228,1.90193426609039,9.59739091318039,15.340530814215,4.20422852001799,8.27305443094917,6.27305443094917,2.91138101664417,13.0823211875843,27.0917678812416,3.582995951417,1.75438596491228,2.36527215474584,4.84390463337832,16.7507872244714,119,247,1483,300,77,16,105,28,19,197,18,27,457.95,310,306,1177,11148.03533333,4,62,108,48,20,0.06425282,424,27,92,3.17,0,0,0,11868600,216,346.9,58.8,24868,5,19653,1980,137841,101.222222165326
1923,2015,"Salangen",2219,555,94,160,92,307,77,14,46,34,56,"Salangen",100,93,0.0419107712805271,0.359621465206146,0.436207056045532,2.67407417297363,2.29999995231628,6921,3.11897253990173,9.57999098693105,15.2352410995944,4.29833258224425,7.85984677782785,6.56737269040108,3.39206849932402,11.9486255069851,27.7305092383957,4.03334835511492,2.33303289770167,3.09058134294727,5.37269040108157,19.1279855790897,111,249,1482,317,78,13,107,22,17,206,15,27,457.96,306,312,1170,11011.058,11,62,125,55,20,0.0597588,428,27,84,6.17,0,0,0,14645700,213,457.4,72.9,26763,5,21358,3658,139592,104.560612918451
1923,2016,"Salangen",2230,547,89,169,89,321,78,16,46,44,66,"Salangen",100,86,0.0385650210082531,0.357399106025696,0.487757861614227,3.03361344337463,2,6371,2.8569507598877,9.84932735426009,15.1286995515695,4.33094170403587,7.45829596412556,6.82331838565022,3.56233183856502,11.9659192825112,29.5282511210762,3.89282511210762,2.36008968609865,3.30941704035874,6.36905829596413,20.262331838565,108,261,1453,324,80,15,101,21,16,215,10,28,457.96,305,287,1166,10849.68466667,19,62,109,58,30,0.04648977,438,37,71,10.58333333,0,0,0,16322400,210,352.7,61.1,28619,7,20520,3943,147379,107.435426096211
1923,2017,"Salangen",2220,534,82,152,111,331,79,15,46,45,78,"Salangen",100,96,0.0432432442903519,0.351351350545883,0.487757861614227,3.03361344337463,4.5,15097,6.80045032501221,9.38108108108108,15.0698198198198,4.06441441441441,7.88873873873874,7.26981981981982,4.09459459459459,13.7626126126126,32.5774774774775,4.17837837837838,2.19234234234234,2.75945945945946,6.52207207207207,19.7166666666667,107,245,1457,335,81,15,98,18,21,219,10,25,457.96,307,288,1169,10804.88733333,37,62,152,57,37,0.05440467,440,34,73,17.41666667,0,0,0,14991750,211,527.2,85.2,34661,7,26016,2717,150852,116.561261135823
1923,2018,"Salangen",2226,518,95,156,82,338,80,15,46,32,69,"Salangen",100,81,0.0363881401717663,0.371967643499374,0.487757861614227,3.03361344337463,4.5,15865,7.12713384628296,9.94564240790656,16.1958670260557,3.51752021563342,8.47888589398023,7.89173405211141,4.52920035938904,12.3176100628931,34.141060197664,4.98562443845463,1.98023360287511,3.64330637915544,6.00179694519317,20.1284815813118,97,234,1457,336,85,15,92,21,18,220,12,25,457.96,298,288,1169,10745.742,26,49,144,54,48,0.05614606,445,28,69,10.4733333,0,0,0,14942100,204,302.2,58.6,33053,7,24163,2759,154095,120.755615427595
1924,2014,"Målselv",6634,1578,346,530,254,701,284,53,166,49,69,"Målselv",96.8000030517578,308,0.046427495777607,0.529000043869019,0.443357408046722,4.0849666595459,2.09999990463257,12339,1.85996377468109,5.57958999095568,12.388001205909,1.2856496834489,7.00226107928851,4.51311425987338,1.76198372022912,1.856496834489,24.0616520952668,2.55110039192041,1.79680434127223,4.67696713898101,3.47874585468797,13.7892674103105,429,766,4458,709,286,57,304,52,41,483,27,83,3322.09,716,699,3759,84206.25066667,22,172,167,114,9,0.05998497,1246,150,279,62.25,0,4446,5127.7778,10000400,519,316.9,67.5,31206,15,15561,6168,371681,72.8123303710031
1924,2015,"Målselv",6693,1556,342,530,230,710,279,59,166,47,89,"Målselv",96.8000030517578,332,0.0496040657162666,0.535783648490906,0.443357408046722,4.0849666595459,3.29999995231628,21018,3.14029574394226,5.00119527864933,13.2566860899447,1.43881667413716,6.99193186911699,5.16061556850441,1.57687135813537,2.24099805767219,24.5226355894218,3.40983116689078,2.07455550575228,4.96922157477962,5.999103541013,17.8915284625728,424,766,4437,726,273,66,297,50,42,492,24,78,3322.09,720,680,3757,83305.352,21,155,200,133,8,0.06630019,1287,147,277,51.42,0,7140,5127.7778,10332200,488,453.9,81.3,33133,14,17999,13304,389492,79.7827580179599
1924,2016,"Målselv",6741,1561,355,536,235,738,274,64,166,42,101,"Målselv",97.9000015258789,332,0.049250852316618,0.536567270755768,0.475807756185532,3.74251508712769,2.70000004768372,17661,2.61993765830994,5.04124017208129,13.9060970182466,1.84675864115116,7.52425456163774,5.39919893190921,1.73980121643673,2.63892597537457,25.9673638925975,3.5356771992286,2.35395341937398,4.98768728675271,5.75611927013796,18.4801958166444,426,764,4461,759,272,67,302,46,41,497,28,80,3322.09,721,679,3782,82869.01533333,28,159,180,146,18,0.05502862,1343,147,279,46.625,0,4450,5127.7778,10135200,457,295.2,65.9,32847,15,15492,17103,411014,83.317015243238
1924,2017,"Målselv",6781,1581,355,540,241,777,270,64,166,48,114,"Målselv",97.1999969482422,345,0.0508774518966675,0.544904887676239,0.475807756185532,3.74251508712769,-1,-6376,-0.940274298191071,6.64017106621442,15.0224155729243,1.53856363368235,8.10249225777909,5.27591800619378,2.08464828196431,3.02271051467335,26.5039079781743,2.89470579560537,1.65418079929214,4.83763456717298,5.40230054564224,16.3273853413951,433,760,4452,796,275,70,295,43,52,501,31,78,3326.21,720,665,3787,82912.36433333,40,148,191,140,26,0.05269099,1392,148,285,56.75,0,6387,5127.7778,13563000,473,407.3,79.5,31121,13,15066,10496,428618,82.0393747211276
1924,2018,"Målselv",6798,1528,360,508,237,795,279,71,166,47,114,"Målselv",100,342,0.0503089129924774,0.547219753265381,0.475807756185532,3.74251508712769,-0.200000002980232,-1667,-0.245219185948372,5.51485731097382,15.2259488084731,1.25639894086496,8.55884083553986,5.34701382759635,2.13268608414239,3.08164165931156,27.8086201824066,2.8898205354516,1.71270962047661,5.54221829949985,5.52088849661665,16.9220358929097,436,731,4455,794,296,72,300,47,52,527,32,77,3326.22,718,657,3798,82250.362,32,131,157,156,42,0.04790231,1430,139,297,48.62166665,0,4856,5127.7778,11270575,487,243.3,56.2,34138,13,17628,12992,441833,84.346425415405
1925,2014,"Sørreisa",3450,891,197,300,166,390,113,31,44,18,45,"Sørreisa",91.4000015258789,151,0.0437681153416634,0.425999999046326,0.321841955184937,3.94736790657043,-1.79999995231628,-4986,-1.44521737098694,5.4704347826087,13.9973913043478,0.566666666666667,7.9895652173913,5.38057971014493,2.02985507246377,3.09971014492754,22.0324637681159,2.02695652173913,1.50173913043478,2.5063768115942,2.93623188405797,9.53797101449275,227,458,2223,400,109,37,187,36,24,258,13,22,361.16,391,330,1893,13936.158,17,114,42,74,20,0.02375501,597,77,150,32.17,0,0,0,4919000,276,371.9,64.9,15815,6,9557,4340,186762,68.0927536435058
1925,2015,"Sørreisa",3451,880,187,286,172,405,110,33,44,22,47,"Sørreisa",91.4000015258789,149,0.0431758910417557,0.429730504751205,0.321841955184937,3.94736790657043,1.5,4429,1.28339612483978,5.99101709649377,14.3094755143437,0.518400463633729,8.20283975659229,5.55636047522457,3.44450883801797,2.61518400463634,20.5841784989858,1.89336424224862,1.60330339032165,2.43726456099681,4.70095624456679,11.1532889017676,223,438,2237,415,114,32,179,40,23,255,13,22,361.17,391,333,1904,14056.75266667,23,107,65,74,19,0.03907837,600,69,154,18.67,0,0,0,8837000,271,432.1,77.8,15300,6,8814,5780,191193,73.1402492109018
1925,2016,"Sørreisa",3452,856,186,278,161,419,115,31,44,22,64,"Sørreisa",90.6999969482422,147,0.0425840094685555,0.434820383787155,0.446889758110046,3.16901397705078,4.5,13817,4.00260734558105,6.13267670915411,14.4012166859791,0.570393974507532,7.9090382387022,5.97190034762457,4.07850521436848,2.58053302433372,20.4009269988412,2.18945538818076,1.58864426419467,2.2891077636153,5.50057937427578,12.138180764774,211,438,2245,429,116,29,170,38,22,253,10,23,361.17,391,326,1919,14135.06,24,103,85,82,17,0.04607972,614,63,148,22.58333333,0,0,0,15161600,266,361.4,62.9,17289,6,10347,7943,199102,77.6155853293586
1925,2017,"Sørreisa",3496,862,190,288,140,427,113,32,44,24,84,"Sørreisa",91.3000030517578,146,0.0417620129883289,0.439931362867355,0.446889758110046,3.16901397705078,2.40000009536743,7445,2.12957668304443,5.66247139588101,14.6461670480549,0.754862700228833,8.15532036613272,6.29118993135011,4.16018306636156,2.23569794050343,20.0409038901602,2.61212814645309,1.94736842105263,3.02059496567506,5.11155606407323,13.4465102974828,213,426,2294,428,120,33,176,34,28,258,10,22,361.17,389,363,1931,14163.71066667,34,100,67,71,19,0.03280375,638,60,153,18.25,0,0,0,11170750,273,475.2,77,17117,7,8472,5608,205056,76.7680206189712
1925,2018,"Sørreisa",3494,861,182,284,138,431,124,28,44,35,65,"Sørreisa",92.3000030517578,143,0.0409273020923138,0.443903833627701,0.446889758110046,3.16901397705078,-1,-3035,-0.868631958961487,6.24041213508872,15.1628506010303,0.799370349170006,8.96908986834574,7.02661705781339,3.04722381224957,2.31625643961076,21.073840870063,2.36576989124213,2.31339439038351,2.87464224384659,5.04779622209502,13.4009730967373,220,416,2269,436,131,24,162,35,31,268,9,18,361.17,383,346,1923,14134.73266667,37,82,94,70,18,0.04365813,643,67,153,23.42,0,0,0,15109800,279,297.2,53.9,13959,6,6339,3470,208078,76.3686319219773
1926,2014,"Dyrøy",1171,253,56,77,43,173,69,15,27,5,21,"Dyrøy",100,47,0.0401366353034973,0,0.501062214374542,3.81355881690979,1.60000002384186,2179,1.86080276966095,9.02818104184458,13.9231426131512,0.954739538855679,6.6063193851409,6.45431255337319,1.09222886421862,1.77284372331341,35.3373185311699,3.88129803586678,2.84372331340734,3.72587532023911,8.87275832621691,20.2783945345858,60,116,729,177,71,15,63,14,9,141,11,16,288.54,400,113,616,6216.415,1,30,27,29,1.5,0.01736675,175,18,42,8.55,0,0,0,0,112,318.3,57.8,8294,4,4122,911,87551,96.3535440164586
1926,2015,"Dyrøy",1154,233,50,75,42,177,65,13,27,6,16,"Dyrøy",100,41,0.0355285964906216,0,0.501062214374542,3.81355881690979,3.29999995231628,4463,3.86741757392883,9.87261698440208,14.4558058925477,0.967937608318891,6.09012131715771,6.11698440207972,1.04159445407279,1.18804159445407,34.2668977469671,4.23310225303293,2.76603119584055,3.42201039861352,12.8786828422877,24.2677642980936,51,121,722,183,61,14,61,14,9,146,11,15,288.54,399,99,623,6223.245,2,28,28,39,1.5,0.01795578,173,11,40,1.36,0,0,0,364000,118,400.7,70.5,13806,8,5158,61,87464,101.167244263704
1926,2016,"Dyrøy",1158,237,46,85,42,178,62,16,27,8,19,"Dyrøy",100,42,0.0362694300711155,0,0.426426440477371,4.41176414489746,1.60000002384186,2354,2.0328152179718,9.53281519861831,14.692573402418,1.20725388601036,6.35492227979275,6.09758203799655,2.29620034542314,2.13730569948187,36.7953367875648,4.03713298791019,2.77029360967185,4.39550949913644,14.8039723661485,27.2141623488774,59,123,718,175,63,16,56,14,8,144,11,14,288.54,398,99,619,6128.675,1.5,26,33,38,1.5,0.01929358,179,17,42,4.75,0,0,0,2036500,124,344.6,60.1,14895,9,4482,3359,90635,107.153713318145
1926,2017,"Dyrøy",1138,221,46,80,35,173,64,17,27,14,32,"Dyrøy",100,42,0.0369068533182144,0,0.426426440477371,4.41176414489746,-0.600000023841858,-1119,-0.983304023742676,12.2724077328647,15.9156414762742,1.50351493848858,6.5219683655536,6.19595782073814,3.71792618629174,2.93848857644991,37.072934973638,4.29613356766257,2.83831282952548,3.75131810193322,15.3620386643234,27.7513181019332,49,117,714,182,64,17,56,14,12,149,11,14,288.54,397,100,614,6008.281,5,25,26,39,1.5,0.01574001,188,15,34,6.66666667,0,0,0,4993000,129,505,80.8,7765,3,4060,4288,94791,111.403339210001
1926,2018,"Dyrøy",1165,237,49,83,38,193,63,13,27,11,32,"Dyrøy",100,31,0.0266094412654638,0,0.426426440477371,4.41176414489746,6.90000009536743,11870,10.1888408660889,12.0094420600858,16.2266094420601,1.58111587982833,6.79055793991416,8.02231759656652,5.82489270386266,2.08841201716738,38.5296137339056,5.13905579399142,3.05407725321888,3.79742489270386,16.7656652360515,30.337339055794,52,118,708,199,64,13,52,16,13,153,11,16,288.54,395,97,611,5912.07866667,11,20,30,41,1.5,0.01839047,198,13,39,5.2866667,0,0,0,6192500,127,297.4,56.3,6940,4,1860,1955,96803,130.018025415445
1927,2014,"Tranøy",1510,340,77,111,58,226,87,23,58,10,25,"Tranøy",100,68,0.0450331121683121,0,0.392666161060333,4.73770427703857,3.20000004768372,5416,3.58675503730774,8.49403973509934,14.3529801324503,2.39403973509934,6.68344370860927,5.74370860927152,5.97019867549669,1.53907284768212,34.4748344370861,1.94569536423841,2.92251655629139,4.08013245033113,7.96953642384106,19.3119205298013,98,180,924,230,93,22,74,12,8,160,7,13,523.87,365,128,796,33137.56266667,22,47,44,42,3,0.01713609,236,28,70,11.33,0,159,2573.4443,11285800,127,320.2,55,13742,4,9570,3047,109666,100.156953712804
1927,2015,"Tranøy",1544,359,81,118,59,240,94,23,58,14,29,"Tranøy",100,73,0.0472797937691212,0,0.392666161060333,4.73770427703857,1.60000002384186,2945,1.90738344192505,8.62240932642487,15.4332901554404,2.80375647668394,6.43847150259067,5.6029792746114,5.95466321243523,1.27849740932642,35.1742227979275,2.29727979274611,3.22279792746114,3.78626943005181,11.1075129533679,23.2176165803109,91,180,913,242,98,25,75,10,8,164,8,13,523.87,341,126,787,33361.32533333,25,53,42,43,3,0.01321344,242,29,62,11.92,0,0,2573.4443,12907600,132,414.9,67.9,13825,4,9501,4793,114283,103.629533700992
1927,2016,"Tranøy",1543,340,77,115,64,242,101,23,58,9,30,"Tranøy",100,53,0.0343486703932285,0,0.398113369941711,4.58730125427246,2.5,4938,3.2002592086792,9.27090084251458,16.9941672067401,2.94102397926118,6.73104342190538,5.4750486066105,5.6649384316267,1.45106934543098,38.2689565780946,2.1399870382372,3.40699935191186,3.54374594944913,11.6137394685677,23.6454957874271,81,183,897,246,93,24,78,14,9,172,7,13,523.87,341,117,780,33585.649,28,47,57,38,5,0.02614362,246,29,52,8.58333333,0,21061,2573.4443,12664000,137,350.6,58.9,15898,5,10113,7294,121476,110.701879429029
1927,2017,"Tranøy",1540,327,66,128,53,246,94,19,58,15,30,"Tranøy",100,56,0.036363635212183,0.185064941644669,0.398113369941711,4.58730125427246,2,4920,3.19480514526367,10.1811688311688,18.6318181818182,3.08181818181818,6.75584415584416,5.31948051948052,5.8961038961039,1.89350649350649,37.4909090909091,2.27272727272727,2.68181818181818,4.83246753246753,11.3038961038961,24.1727272727273,87,184,916,249,95,21,77,15,12,167,7,13,523.87,341,126,790,33579.25,30,46,76,37,9,0.03701299,268,31,56,13.33333333,0,179,2573.4443,13548000,148,557.2,80.5,15786,4,10846,583,123109,113.536363586822
1927,2018,"Tranøy",1536,326,64,128,51,256,93,18,58,14,32,"Tranøy",100,69,0.044921875,0.19856770336628,0.398113369941711,4.58730125427246,4,8875,5.77799463272095,10.1770833333333,20.3489583333333,3.33138020833333,8.05989583333333,6.10481770833333,6.4453125,1.88736979166667,45.3411458333333,2.419921875,3.02473958333333,4.0078125,11.6184895833333,24.40234375,84,176,906,250,93,24,73,12,12,163,7,13,523.87,330,123,783,33097.17766667,31,46,70,34,14,0.0259908,268,25,59,11.72,0,181,2573.4443,14094400,151,311.6,56,18646,4,13566,3097,126020,128.544921716054
1928,2014,"Torsken",878,169,30,56,33,138,55,16,18,2,2,"Torsken",100,32,0.0364464707672596,0.412000000476837,0.478599220514297,2.77777767181396,2.09999990463257,2261,2.57517075538635,13.7858769931663,18.4134396355353,0.297266514806378,8.21753986332574,5.31890660592255,2.47038724373576,0.690205011389522,38.871298405467,1.63439635535308,2.96810933940774,5.55353075170843,6.74145785876993,17.1947608200456,39,94,555,143,56,12,44,20,6,119,7,3,243.42,61,78,477,26736.35633333,15,23,36,21,3,0.04109568,85,12,27,7,0,0,0,1383000,104,323.8,51.8,2059,1,1016,1574,74359,107.537585333974
1928,2015,"Torsken",884,168,32,57,36,143,52,12,24,2,7,"Torsken",100,36,0.0407239831984043,0.418552041053772,0.478599220514297,2.77777767181396,-1.29999995231628,-1602,-1.81221723556519,13.1334841628959,19.4253393665158,2.35859728506787,8.03280542986425,5.32466063348416,7.3552036199095,1.43778280542986,40.2386877828054,1.289592760181,2.67420814479638,6.05769230769231,13.762443438914,26.1425339366516,38,90,550,148,53,12,43,27,7,117,6,3,243.42,56,82,468,25913.702,15,27,46,18,1.5,0.06834166,91,12,26,0.83,0,0,0,8540000,105,426.3,65.9,1832,1,751,3352,77592,119.278280501991
1928,2016,"Torsken",913,185,39,65,29,147,54,15,24,2,11,"Torsken",100,36,0.0394304506480694,0.417305588722229,0.59599357843399,1.92307674884796,2.40000009536743,3065,3.35706472396851,14.3614457831325,18.2836801752464,2.88718510405257,8.19058050383352,5.8433734939759,8.47864184008762,2.44030668127054,39.0744797371303,1.08543263964951,2.6341730558598,5.7776560788609,9.40197152245345,21.7864184008762,49,92,549,149,56,11,47,24,7,118,7,3,243.42,56,83,466,25326.82133333,29,20,39,15,1.5,0.05277548,99,20,29,11,0,0,0,10600000,106,376.3,58.5,3187,2,873,2194,80698,121.815991339522
