"Likeli","a1","a2","a3","a4","b1","b2","b3","b4","h1","h2","h3","h4","o1","o2","o3","o4","o5","o6","rho"
-311.654494727723,0.134172187329935,0.0215552039038679,0.106866590674287,0.73740601809191,19733.5360253827,2179.84123111403,-3403.59726090418,85593.6623170948,0.0341478169706232,0.079809458026146,0.195900073593191,-0.427564359841325,0.0000143564266439629,-0.0000044106198585346,0.00000584100381043959,0.0000051494222667963,-0.0000041836902635819,0.0000232608518084165,0.948852592456012
-310.969170891875,0.255468228552244,0.242227607582759,0.501266505610233,0.00103765825476455,19060.0416445549,7835.42661824624,-9374.73548505267,10121.3375549447,-0.116450220117461,-0.0906436127435706,-0.0588518966064102,-0.0914954078138089,0.0000179206052324758,-0.00000508515928381627,0.00000896715922310919,0.00000468363763108001,-0.00000504601937271888,0.0000256525318223536,1.00754017715124
-310.973793680003,0.255610622357405,0.241412390991311,0.502817251653044,0.00015973499824047,19051.8489271736,7789.20461304872,-9362.65059454761,10172.3023654225,-0.119137300633705,-0.0918114661749952,-0.0560491661871873,-0.0911465022354069,0.0000179862178787759,-0.00000510043285712832,0.00000897754808596401,0.00000468937897817354,-0.00000503721188218525,0.0000255286834685572,1.00754657806617
-311.654723626863,0.134184530042114,0.0215192904801048,0.107213620014816,0.737082559462965,19817.1304126776,2200.29511528664,-3434.1515606718,86338.869933068,0.0326543512777492,0.0781742864439112,0.195928071590523,-0.432349948463059,0.0000143725484223779,-0.00000441726971077486,0.00000586874354455275,0.0000051493906482053,-0.00000418609162661453,0.0000232596735014962,0.94886787917859
-311.654724489172,0.134203943725436,0.0215048207479821,0.107261152612035,0.737030082914548,19828.6601200235,2202.38119919487,-3429.8670488719,86415.5713409326,0.0325543983583033,0.0781682593252256,0.19591943824896,-0.432488698352789,0.0000143739526684947,-0.00000441702228959345,0.00000586893390309226,0.00000514917475676826,-0.00000418632537924939,0.0000232573122540543,0.948875625511265
-311.65472402564,0.134201935425792,0.021501465715104,0.107229309323564,0.73706728953554,19817.5673847155,2201.21728227525,-3433.71693070208,86357.3263263428,0.0326735622344999,0.0782113627973797,0.195948741250151,-0.432333461800707,0.0000143726656680702,-0.00000441690322182063,0.00000586802753901156,0.00000514922929673419,-0.00000418598845736096,0.0000232584502018314,0.948874551673877
-311.654723825973,0.134229248952028,0.0215055671351582,0.107281582374167,0.736983601538648,19824.6855280934,2202.71058004982,-3428.63137078077,86416.5790063409,0.0326776137847116,0.0781620946685117,0.19592948144043,-0.432258835829266,0.0000143741437992731,-0.00000441656413836803,0.00000586709766587252,0.00000514927137799236,-0.00000418643899186423,0.0000232559696544155,0.948879600885981
-311.654724516925,0.134194762634868,0.0215098866977423,0.107245828585375,0.737049522082015,19825.7732457059,2201.84499712166,-3430.96548119113,86405.6027450487,0.0325769425794836,0.0781398355202438,0.195922308364116,-0.432543171828435,0.0000143739998547664,-0.0000044172870598837,0.00000586919371820535,0.00000514930214973831,-0.00000418652580925085,0.0000232581720853157,0.948874220986168
-310.973968346781,0.256107258472831,0.241200387629127,0.502496454118544,0.000195899779497517,18920.6955732465,7759.5480197724,-9392.24229054909,10132.0100037586,-0.117055046004718,-0.090703254253536,-0.0570407226306266,-0.0915190432311381,0.0000179574899210147,-0.00000509192612464539,0.00000896651234111694,0.00000469313686096524,-0.00000503531812197739,0.0000255759886038877,1.00756013833653
-311.654723797077,0.134209836426964,0.0214994704131256,0.107281931909968,0.737008761249942,19831.1123294136,2203.39002110292,-3427.0234021539,86445.8010389202,0.0325272848264703,0.0781073074983305,0.195907690098292,-0.432634417955732,0.000014375001916124,-0.000004417278870048,0.0000058691790799871,0.00000514921089152664,-0.00000418692562873911,0.0000232571153884284,0.948876682909402
-310.97480518981,0.255277191937341,0.242693431445685,0.501947148265973,0.0000822283510001054,18817.2256626765,7837.07523879662,-9392.19361324742,10276.7168896552,-0.115355667776701,-0.0927551776953449,-0.0560258255455205,-0.0918195125779793,0.00001796775289193,-0.00000510232483680248,0.00000900193271204184,0.00000469020487529365,-0.00000505509779852925,0.0000256282365931591,1.00755099505907
-311.654722936907,0.134187719501363,0.0215012563833903,0.107281556491654,0.737029467623593,19839.5290329565,2203.03642730654,-3428.17114885804,86470.6165531849,0.032457157064197,0.0781504386977407,0.195885881713844,-0.432737163432769,0.000014375750206614,-0.00000441716211828707,0.00000587064710965347,0.00000514875333570295,-0.0000041867979873009,0.0000232576192326567,0.948880651122569
-310.975073304974,0.255512084602517,0.243298511683415,0.501119111312484,0.0000702924015849695,18933.8116797403,7836.91337817891,-9316.73125685707,10108.0103770043,-0.116693424373094,-0.0922415025179828,-0.056242491167192,-0.0912347208912429,0.000017965927233956,-0.00000509552446211355,0.00000897863910021032,0.00000468857282668157,-0.00000504049255854834,0.0000255569316509997,1.00753407156499
-310.975224620102,0.255070052776958,0.243833093522096,0.501051208271293,0.000045645429652508,18932.5633425938,7855.65749898476,-9304.24664657098,10096.0025953497,-0.116861023234962,-0.0924204807123163,-0.0563775621069278,-0.0910427479387277,0.0000179772825563669,-0.00000509955015015442,0.00000899101279796329,0.00000469020722417735,-0.0000050476181064204,0.0000255744194558861,1.00751969327389
-311.654724210799,0.13420199589062,0.0214934416516571,0.107263395400001,0.737041167057722,19826.7267235373,2202.44102329773,-3430.57609327419,86410.4928624354,0.0325680256431722,0.0781724302258834,0.195914160995757,-0.432492858977424,0.0000143739962381075,-0.00000441702617011101,0.00000586871031514463,0.00000514907019904241,-0.00000418603738610397,0.000023257389680828,0.9488817886456
-311.654723793096,0.134209913840255,0.0215048483884713,0.10729904464894,0.736986193122334,19837.3504530821,2202.25976608121,-3427.00438045631,86428.1547494068,0.0324813742643923,0.0782251018857428,0.195908775534544,-0.432246683851367,0.0000143749798721678,-0.00000441682160200065,0.00000586889690632192,0.00000514915639985993,-0.00000418667114671428,0.000023255810553096,0.948881037823783
-311.577291985319,0.128683097420428,0.0203661647917482,0.103418128325596,0.747532609462228,19848.0514791756,2410.22469252808,-4080.85757376188,88173.9478428844,0.0195673147209804,0.0763711997231437,0.192430791199354,-0.532647369820899,0.0000144375478819184,-0.00000451912839394179,0.00000626739632761512,0.00000513654299247472,-0.00000405585669080107,0.0000237091680773264,0.946153010315034
